,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,-0.025524892,0.015108239,0.01394007,-0.0044420166,-0.016478723,-0.029793166,0.031858608,0.0771158,-0.02145778,-0.029315514,0.011758364,-0.05706069,-0.0023811571,0.024872093,0.023566596,-0.022907976,0.04299699,-0.0065606222,-0.011758734,-0.06135768,0.014411314,0.0039261337,0.043166444,-0.025053075,0.0038982877,0.0068510124,-0.019721381,-0.0037010582,-0.017284935,0.024978504,0.059275817,-0.010241112,0.012586738,-0.045834146,-0.026954416,0.04349398,0.01788337,-0.026058916,-0.008598356,-0.04297584,0.014260364,-0.029127782,-0.011953925,0.0049085594,0.02967973,-0.007347086,-0.029159157,-0.020956187,0.024089199,0.018881617,0.022930108,-0.035513908,-0.02212585,-0.011595774,-0.008034132,0.011491507,0.024461146,-0.015321922,-0.013646806,0.011753516,-0.012610911,-0.004466051,0.026312217,0.011704066,-0.028723141,0.06103014,-0.020319184,0.031354643,-0.05048783,0.018827783,0.0018181631,0.035523333,0.050269935,-0.012519376,0.040417932,-0.01240454,0.013494031,-0.003556582,-0.021672515,-0.0027220286,-0.04823207,-0.0066290065,-0.013969404,0.03844052,-0.0076818876,-0.020806776,0.019185152,0.0112251835,0.025833085,0.019709438,0.027162176,0.016862012,0.0153633235,-0.022267247,0.062811375,0.028877351,0.041244477,-0.019634156,0.008083831,-0.0035446372
1,-0.025524892,0.015108239,0.01394007,-0.0044420166,-0.016478723,-0.029793166,0.031858608,0.0771158,-0.02145778,-0.029315514,0.011758364,-0.05706069,-0.0023811571,0.024872093,0.023566596,-0.022907976,0.04299699,-0.0065606222,-0.011758734,-0.06135768,0.014411314,0.0039261337,0.043166444,-0.025053075,0.0038982877,0.0068510124,-0.019721381,-0.0037010582,-0.017284935,0.024978504,0.059275817,-0.010241112,0.012586738,-0.045834146,-0.026954416,0.04349398,0.01788337,-0.026058916,-0.008598356,-0.04297584,0.014260364,-0.029127782,-0.011953925,0.0049085594,0.02967973,-0.007347086,-0.029159157,-0.020956187,0.024089199,0.018881617,0.022930108,-0.035513908,-0.02212585,-0.011595774,-0.008034132,0.011491507,0.024461146,-0.015321922,-0.013646806,0.011753516,-0.012610911,-0.004466051,0.026312217,0.011704066,-0.028723141,0.06103014,-0.020319184,0.031354643,-0.05048783,0.018827783,0.0018181631,0.035523333,0.050269935,-0.012519376,0.040417932,-0.01240454,0.013494031,-0.003556582,-0.021672515,-0.0027220286,-0.04823207,-0.0066290065,-0.013969404,0.03844052,-0.0076818876,-0.020806776,0.019185152,0.0112251835,0.025833085,0.019709438,0.027162176,0.016862012,0.0153633235,-0.022267247,0.062811375,0.028877351,0.041244477,-0.019634156,0.008083831,-0.0035446372
2,-0.004123207,0.014734442,0.006473732,-0.0026832598,-0.010024349,-0.01391673,0.02595433,0.046464518,-0.019536367,-0.024759913,0.006323996,-0.040856782,0.00783696,0.023835406,0.013482703,-0.009570345,0.027385158,-0.001661331,-0.009553231,-0.041738294,0.014327945,0.00886457,0.019116549,-0.014880329,0.007958214,0.006343345,-0.017003167,-0.009577779,-0.01337963,0.007977174,0.026939284,-0.014553076,0.00067516277,-0.038487136,-0.014470965,0.023076033,3.278545e-05,-0.015109105,-0.015555776,-0.012948396,0.00014162653,-0.011236503,-0.0132987145,0.0028881356,0.008027324,-0.015550023,-0.02738246,0.0004624279,0.014297415,0.009849159,0.0031857842,-0.021045443,-0.004036104,-0.0074418713,0.0017396184,0.004459016,0.026815893,-0.006552475,-0.0009393459,0.004428361,-0.0085398285,0.0070485347,0.0027749299,0.012817532,-0.024494512,0.030180175,-0.01466397,0.015831288,-0.017198665,0.005863628,0.0056234375,0.020449013,0.02850957,-0.000511562,0.010085599,-0.01179614,0.013869018,0.002735817,-0.01596529,-0.010098412,-0.021192258,-0.01311395,-0.010119664,0.010406758,0.0038629498,-0.011758826,0.0050487113,0.009148873,0.022105293,0.008384955,0.026917778,0.001491145,0.002365302,-0.0054308176,0.04510693,0.00733107,0.026944634,-0.022848783,0.008405324,0.004965606
3,-0.004123207,0.014734442,0.006473732,-0.0026832598,-0.010024349,-0.01391673,0.02595433,0.046464518,-0.019536367,-0.024759913,0.006323996,-0.040856782,0.00783696,0.023835406,0.013482703,-0.009570345,0.027385158,-0.001661331,-0.009553231,-0.041738294,0.014327945,0.00886457,0.019116549,-0.014880329,0.007958214,0.006343345,-0.017003167,-0.009577779,-0.01337963,0.007977174,0.026939284,-0.014553076,0.00067516277,-0.038487136,-0.014470965,0.023076033,3.278545e-05,-0.015109105,-0.015555776,-0.012948396,0.00014162653,-0.011236503,-0.0132987145,0.0028881356,0.008027324,-0.015550023,-0.02738246,0.0004624279,0.014297415,0.009849159,0.0031857842,-0.021045443,-0.004036104,-0.0074418713,0.0017396184,0.004459016,0.026815893,-0.006552475,-0.0009393459,0.004428361,-0.0085398285,0.0070485347,0.0027749299,0.012817532,-0.024494512,0.030180175,-0.01466397,0.015831288,-0.017198665,0.005863628,0.0056234375,0.020449013,0.02850957,-0.000511562,0.010085599,-0.01179614,0.013869018,0.002735817,-0.01596529,-0.010098412,-0.021192258,-0.01311395,-0.010119664,0.010406758,0.0038629498,-0.011758826,0.0050487113,0.009148873,0.022105293,0.008384955,0.026917778,0.001491145,0.002365302,-0.0054308176,0.04510693,0.00733107,0.026944634,-0.022848783,0.008405324,0.004965606
4,-0.009668458,0.0050443644,0.012660718,-0.0029647467,-0.0061424747,-0.024472635,0.019675486,0.03065743,-0.015735088,-0.023461267,0.004188974,-0.030518582,0.0062278816,0.019004103,0.0065735653,-0.0018407685,0.01819914,-0.0037547904,-0.006201554,-0.022822171,0.00013876276,0.0016744335,0.019186258,-0.022605687,6.295275e-06,0.003322287,-0.010516556,0.0021321324,-0.019247282,0.0062474506,0.022402883,-0.0098433355,0.0042397263,-0.02000111,-0.016982026,0.03161928,0.0011365088,-0.018778976,-0.012087098,-0.019962085,0.0097488435,-0.018730808,-0.017700683,0.0030363726,0.011618595,-0.0035626513,-0.02405432,-0.0052789934,0.0015223881,0.015487414,0.009581128,-0.02249023,-0.006120454,-0.004245412,-0.006324211,0.0072385534,0.00844465,-0.001552837,-0.0066877715,0.001571405,-0.005316321,0.0046333787,0.0037565543,0.0023676476,-0.014628519,0.0294002,-0.0061089196,0.012137894,-0.023712598,0.0034408951,-0.0015581524,0.020512335,0.028265718,-0.004513209,0.009785862,0.00055761193,0.0034842372,0.001317556,-0.011960042,0.0039623547,-0.021777999,-0.011935942,-0.007579305,0.016736805,-0.0047524245,-0.014391273,0.010368233,0.015112856,0.01932703,0.003180244,0.015223702,0.011071,0.0029871943,-0.0071109445,0.03145477,0.014000786,0.015808608,-0.01137021,0.00357476,-0.0068571856
5,-0.009668458,0.0050443644,0.012660718,-0.0029647467,-0.0061424747,-0.024472635,0.019675486,0.03065743,-0.015735088,-0.023461267,0.004188974,-0.030518582,0.0062278816,0.019004103,0.0065735653,-0.0018407685,0.01819914,-0.0037547904,-0.006201554,-0.022822171,0.00013876276,0.0016744335,0.019186258,-0.022605687,6.295275e-06,0.003322287,-0.010516556,0.0021321324,-0.019247282,0.0062474506,0.022402883,-0.0098433355,0.0042397263,-0.02000111,-0.016982026,0.03161928,0.0011365088,-0.018778976,-0.012087098,-0.019962085,0.0097488435,-0.018730808,-0.017700683,0.0030363726,0.011618595,-0.0035626513,-0.02405432,-0.0052789934,0.0015223881,0.015487414,0.009581128,-0.02249023,-0.006120454,-0.004245412,-0.006324211,0.0072385534,0.00844465,-0.001552837,-0.0066877715,0.001571405,-0.005316321,0.0046333787,0.0037565543,0.0023676476,-0.014628519,0.0294002,-0.0061089196,0.012137894,-0.023712598,0.0034408951,-0.0015581524,0.020512335,0.028265718,-0.004513209,0.009785862,0.00055761193,0.0034842372,0.001317556,-0.011960042,0.0039623547,-0.021777999,-0.011935942,-0.007579305,0.016736805,-0.0047524245,-0.014391273,0.010368233,0.015112856,0.01932703,0.003180244,0.015223702,0.011071,0.0029871943,-0.0071109445,0.03145477,0.014000786,0.015808608,-0.01137021,0.00357476,-0.0068571856
6,-0.04040285,0.02919189,0.018820016,0.0015970621,-0.023834765,-0.066203885,0.053933527,0.12894464,-0.060108166,-0.06444154,0.006690321,-0.10536716,0.010621269,0.061309446,0.02664846,-0.030185431,0.068900816,-0.005425276,-0.009175505,-0.09150201,0.030763708,0.0036114964,0.052684486,-0.04952821,0.0014195376,0.010877184,-0.048611786,-0.004215217,-0.04683314,0.03133432,0.090093516,-0.028277194,0.014887127,-0.091539085,-0.042065497,0.08160496,0.026376242,-0.055165946,-0.019378606,-0.06275367,0.024900118,-0.04946981,-0.040499996,0.0115872035,0.050245468,-0.015283459,-0.07266269,-0.02452901,0.030056426,0.023436315,0.020075815,-0.07356228,-0.032050367,-0.023844823,-0.015892906,0.028677166,0.053444307,-0.022616878,-0.03455986,0.02537854,-0.02811081,-0.010145946,0.027842576,0.019563185,-0.057464536,0.107858114,-0.02685862,0.055270944,-0.0744149,0.03858317,-0.005565677,0.05502334,0.080129124,-0.0079713315,0.05950412,-0.0016444889,0.021331832,-0.009438061,-0.04509619,-0.004133524,-0.07837057,-0.02564364,-0.039954063,0.053478748,0.00041266516,-0.049700737,0.033003446,0.014656787,0.04174375,0.023063572,0.047932822,0.027572772,0.009083851,-0.021590844,0.107971765,0.048290525,0.060863983,-0.04049646,0.029434266,-0.0063945926
7,-0.04040285,0.02919189,0.018820016,0.0015970621,-0.023834765,-0.066203885,0.053933527,0.12894464,-0.060108166,-0.06444154,0.006690321,-0.10536716,0.010621269,0.061309446,0.02664846,-0.030185431,0.068900816,-0.005425276,-0.009175505,-0.09150201,0.030763708,0.0036114964,0.052684486,-0.04952821,0.0014195376,0.010877184,-0.048611786,-0.004215217,-0.04683314,0.03133432,0.090093516,-0.028277194,0.014887127,-0.091539085,-0.042065497,0.08160496,0.026376242,-0.055165946,-0.019378606,-0.06275367,0.024900118,-0.04946981,-0.040499996,0.0115872035,0.050245468,-0.015283459,-0.07266269,-0.02452901,0.030056426,0.023436315,0.020075815,-0.07356228,-0.032050367,-0.023844823,-0.015892906,0.028677166,0.053444307,-0.022616878,-0.03455986,0.02537854,-0.02811081,-0.010145946,0.027842576,0.019563185,-0.057464536,0.107858114,-0.02685862,0.055270944,-0.0744149,0.03858317,-0.005565677,0.05502334,0.080129124,-0.0079713315,0.05950412,-0.0016444889,0.021331832,-0.009438061,-0.04509619,-0.004133524,-0.07837057,-0.02564364,-0.039954063,0.053478748,0.00041266516,-0.049700737,0.033003446,0.014656787,0.04174375,0.023063572,0.047932822,0.027572772,0.009083851,-0.021590844,0.107971765,0.048290525,0.060863983,-0.04049646,0.029434266,-0.0063945926
8,-0.019364174,0.01340265,0.0034781056,-0.0025025816,0.0020467856,-0.012904156,0.019519392,0.03625376,-0.022954475,-0.014909163,-0.0070140334,-0.01884749,0.0117902635,0.024002384,0.00296746,0.0014591161,0.023201138,-0.003421942,0.0020976525,-0.032577895,0.015496092,-0.003969298,0.015303833,-0.0077881347,0.006184491,-8.026886e-05,-0.0069159623,0.007347343,-0.015692871,0.01101666,0.017310677,-0.0076033655,0.0042591463,-0.030570421,-0.010411298,0.020382259,0.010946624,-0.009604515,-0.012935769,-0.022781434,0.000159789,-0.017332308,-0.0012003175,-0.0035383867,0.011061261,-0.0016882292,-0.016091205,-0.016496742,0.013592731,0.012714131,0.0016457409,-0.013686316,-0.010939133,-0.004686512,0.0014152748,0.0018895206,0.019011129,0.0037247099,-0.014292073,0.005570661,-0.01499073,0.005677982,0.0022382494,0.0069126314,-0.016821833,0.024994828,-0.014363205,0.009594615,-0.02898472,0.02037787,0.0071791196,0.013342428,0.02528977,-0.0056165573,0.015938064,-0.006068164,0.008976765,-0.010905233,-0.013846648,0.006458812,-0.019485457,-0.005814498,-0.016011108,0.022132507,-0.008363948,-0.01811569,0.010552371,-0.0034326853,0.0073298733,0.015055667,0.014740441,0.012233976,-0.004143794,-0.0038191176,0.022443822,0.011078406,0.022706762,-0.013574839,0.0011372463,0.007752928
9,-0.019364174,0.01340265,0.0034781056,-0.0025025816,0.0020467856,-0.012904156,0.019519392,0.03625376,-0.022954475,-0.014909163,-0.0070140334,-0.01884749,0.0117902635,0.024002384,0.00296746,0.0014591161,0.023201138,-0.003421942,0.0020976525,-0.032577895,0.015496092,-0.003969298,0.015303833,-0.0077881347,0.006184491,-8.026886e-05,-0.0069159623,0.007347343,-0.015692871,0.01101666,0.017310677,-0.0076033655,0.0042591463,-0.030570421,-0.010411298,0.020382259,0.010946624,-0.009604515,-0.012935769,-0.022781434,0.000159789,-0.017332308,-0.0012003175,-0.0035383867,0.011061261,-0.0016882292,-0.016091205,-0.016496742,0.013592731,0.012714131,0.0016457409,-0.013686316,-0.010939133,-0.004686512,0.0014152748,0.0018895206,0.019011129,0.0037247099,-0.014292073,0.005570661,-0.01499073,0.005677982,0.0022382494,0.0069126314,-0.016821833,0.024994828,-0.014363205,0.009594615,-0.02898472,0.02037787,0.0071791196,0.013342428,0.02528977,-0.0056165573,0.015938064,-0.006068164,0.008976765,-0.010905233,-0.013846648,0.006458812,-0.019485457,-0.005814498,-0.016011108,0.022132507,-0.008363948,-0.01811569,0.010552371,-0.0034326853,0.0073298733,0.015055667,0.014740441,0.012233976,-0.004143794,-0.0038191176,0.022443822,0.011078406,0.022706762,-0.013574839,0.0011372463,0.007752928
